tx_id,timestamp,amount,currency,merchant,mcc,account_id,city,state,channel,category,subcategory,is_recurring,normalized_amount
tx_000900,2025-06-23 18:37:52.303370,176.33,USD,Safeway,5992,acc_002,San Francisco,MA,in_store,grocery,general,False,176.33
tx_000771,2025-06-23 18:43:27.303370,100.73,USD,Best Buy,7905,acc_002,San Francisco,CA,in_store,retail,general,False,100.73
tx_000224,2025-06-24 08:40:28.303370,227.79,USD,Walmart,9084,acc_002,Seattle,MA,in_store,retail,general,False,227.79
tx_000183,2025-06-24 08:57:16.303370,256.8,USD,Best Buy,2253,acc_001,New York,CA,mobile,retail,general,False,256.8
tx_000735,2025-06-24 09:15:17.303370,55.999172170004876,USD,Chipotle,1236,acc_001,San Francisco,CA,in_store,food,general,False,43.73
tx_000765,2025-06-24 10:25:29.303370,80.8,USD,Best Buy,1896,acc_002,San Francisco,CA,in_store,retail,general,False,80.8
tx_000036,2025-06-24 11:58:20.303370,35.35292392180982,USD,Subway,9956,acc_002,Austin,CA,in_store,food,general,False,31.22
tx_000705,2025-06-24 14:59:28.303370,93.7,USD,Water Company,3978,acc_002,Seattle,MA,online,utilities,general,False,93.7
tx_000908,2025-06-24 17:07:29.303370,34.70236741401865,USD,Local Cafe,4332,acc_003,Seattle,CA,mobile,food,general,False,28.81
tx_000985,2025-06-24 23:21:01.303370,68.21,USD,BP,6195,acc_002,San Francisco,NY,in_store,gas,general,False,68.21
tx_000407,2025-06-25 09:51:24.303370,153.6,USD,Target Grocery,2034,acc_003,New York,CA,in_store,grocery,general,False,153.6
tx_000233,2025-06-25 10:51:03.303370,11.215009162949304,USD,Subway,4959,acc_002,New York,MA,in_store,food,general,False,9.85
tx_000026,2025-06-25 11:18:13.303370,27.01072360429807,USD,Starbucks,5040,acc_002,Seattle,MA,mobile,food,general,False,20.53
tx_000495,2025-06-25 11:21:34.303370,49.76,USD,Target Grocery,1197,acc_003,New York,WA,in_store,grocery,general,False,49.76
tx_000511,2025-06-25 11:23:22.303370,393.59,USD,Macys,8659,acc_002,Boston,WA,in_store,retail,general,False,393.59
tx_000492,2025-06-25 11:50:10.303370,36.2489163710445,USD,Subway,1663,acc_003,New York,NY,online,food,general,False,27.21
tx_000274,2025-06-25 12:09:21.303370,148.63,USD,Water Company,3828,acc_002,San Francisco,CA,in_store,utilities,general,False,148.63
tx_000358,2025-06-25 12:46:36.303370,67.45,USD,Safeway,6209,acc_002,San Francisco,WA,mobile,grocery,general,False,67.45
tx_000585,2025-06-25 14:00:10.303370,434.6833310546155,USD,Netflix,5044,acc_002,Seattle,TX,mobile,entertainment,general,False,366.0700667180272
tx_000297,2025-06-25 18:16:30.303370,166.49,USD,Target,9524,acc_003,New York,MA,online,retail,general,False,166.49
tx_000121,2025-06-25 18:17:57.303370,91.37,USD,Trader Joes,4240,acc_001,Seattle,WA,in_store,grocery,general,False,91.37
tx_000141,2025-06-25 18:19:14.303370,592.69,USD,PG&E,1619,acc_002,Boston,TX,mobile,utilities,general,False,592.6933357217608
tx_000230,2025-06-25 18:20:55.303370,63.24,USD,BP,2221,acc_002,New York,CA,in_store,gas,general,False,63.24
tx_000401,2025-06-25 18:29:06.303370,200.94,USD,Costco,8386,acc_003,San Francisco,MA,mobile,grocery,general,True,200.94
tx_000540,2025-06-25 18:29:24.303370,155.37,USD,Walmart,9497,acc_003,Boston,TX,online,retail,general,False,155.37
tx_000984,2025-06-25 19:02:49.303370,95.67,USD,Target Grocery,9765,acc_003,New York,CA,online,grocery,general,False,95.67
tx_000168,2025-06-25 20:18:58.303370,28.856984249024467,USD,Chipotle,8076,acc_002,Boston,NY,in_store,food,general,False,25.64
tx_000759,2025-06-26 07:50:16.303370,19.45441161895061,USD,Parking Meter,6741,acc_003,San Francisco,MA,mobile,transport,general,False,15.25
tx_000103,2025-06-26 10:22:12.303370,24.808791717105176,USD,Chipotle,3922,acc_002,Boston,WA,mobile,food,general,False,20.1
tx_000325,2025-06-26 10:24:07.303370,108.17,USD,Target Grocery,1043,acc_003,New York,WA,mobile,grocery,general,True,108.17
tx_000115,2025-06-26 11:24:28.303370,14.344916836530311,USD,BART,2556,acc_003,Austin,WA,in_store,transport,general,False,12.28
tx_000373,2025-06-26 11:54:43.303370,220.88,USD,Macys,5506,acc_003,Austin,CA,mobile,retail,general,False,220.88
tx_000328,2025-06-26 12:37:23.303370,46.92,USD,Safeway,1478,acc_003,Austin,TX,online,grocery,general,False,46.92
tx_000713,2025-06-26 13:03:04.303370,38.795569291376694,USD,Pizza Hut,2214,acc_001,New York,TX,online,food,general,False,32.31
tx_000879,2025-06-26 15:07:16.303370,250.53,USD,Amazon,7189,acc_002,Boston,MA,mobile,retail,general,False,250.53
tx_000049,2025-06-26 15:34:17.303370,59.8,USD,Exxon,2426,acc_003,Seattle,TX,online,gas,general,True,59.8
tx_000800,2025-06-26 17:54:55.303370,62.06420750138938,USD,AMC Theaters,7747,acc_003,Seattle,WA,mobile,entertainment,general,False,55.81
tx_000515,2025-06-27 09:52:48.303370,37.36688717240954,USD,Chipotle,1000,acc_001,Austin,CA,in_store,food,general,False,26.94
tx_000161,2025-06-27 10:31:06.303370,85.78918156107258,USD,Lyft,5273,acc_001,New York,WA,in_store,transport,general,False,73.79
tx_000389,2025-06-27 11:13:48.303370,153.80330746459487,USD,Local Cafe,6888,acc_002,Boston,NY,online,food,general,False,114.90129056879191
tx_000349,2025-06-27 11:26:28.303370,35.01,USD,Macys,2376,acc_001,San Francisco,NY,in_store,retail,general,False,35.01
tx_000571,2025-06-27 11:30:52.303370,40.753843755261684,USD,Subway,9197,acc_002,Austin,WA,in_store,food,general,True,32.38
tx_000201,2025-06-27 13:12:57.303370,107.56038644849114,USD,Uber,4231,acc_002,Boston,NY,mobile,transport,general,False,80.49
tx_000339,2025-06-27 14:06:39.303370,64.11872564494955,USD,Local Cafe,8850,acc_002,Seattle,MA,in_store,food,general,False,52.93276533281154
tx_000873,2025-06-27 14:47:30.303370,80.49495238578257,USD,Uber,7935,acc_002,Austin,NY,mobile,transport,general,True,71.67
tx_000864,2025-06-27 21:51:41.303370,62.0,USD,Verizon,5434,acc_002,San Francisco,MA,online,utilities,general,False,62.0
tx_000727,2025-06-28 06:51:36.303370,66.39581795026989,USD,Subway,7703,acc_001,New York,NY,in_store,food,general,False,53.18
tx_000930,2025-06-28 10:43:45.303370,153.96,USD,Safeway,1557,acc_003,San Francisco,MA,online,grocery,general,False,153.96
tx_000228,2025-06-28 12:51:00.303370,74.02204042861146,USD,McDonalds,1842,acc_003,Austin,CA,mobile,food,general,False,55.93
tx_000628,2025-06-28 14:15:23.303370,160.95,USD,Comcast,4340,acc_002,Boston,WA,mobile,utilities,general,False,160.94741184658864
tx_000271,2025-06-28 16:30:54.303370,49.09,USD,BP,6594,acc_001,San Francisco,TX,online,gas,general,False,49.09
tx_000296,2025-06-28 18:52:31.303370,50.49,USD,PG&E,8145,acc_001,Seattle,NY,online,utilities,general,False,50.49
tx_000869,2025-06-28 19:09:37.303370,408.25,USD,Walmart,6692,acc_001,New York,CA,mobile,retail,general,True,408.25
tx_000665,2025-06-28 23:01:57.303370,318.36,USD,Amazon,7468,acc_001,Boston,WA,in_store,retail,general,False,318.36
tx_000615,2025-06-29 06:59:56.303370,114.48493729679358,USD,Spotify,1874,acc_002,Seattle,WA,mobile,entertainment,general,False,91.1
tx_000859,2025-06-29 12:13:59.303370,27.85,USD,Water Company,7433,acc_002,Seattle,TX,in_store,utilities,general,False,27.85
tx_000801,2025-06-29 13:38:52.303370,265.09,USD,Walmart,5778,acc_001,San Francisco,CA,online,retail,general,False,265.09
tx_000906,2025-06-29 14:14:15.303370,81.42,USD,Whole Foods,3047,acc_003,Boston,MA,mobile,grocery,general,False,81.42
tx_000593,2025-06-29 14:37:36.303370,92.89,USD,Walmart,8083,acc_002,San Francisco,CA,in_store,retail,general,False,92.89
tx_000824,2025-06-29 15:59:32.303370,182.09,USD,Walmart,8701,acc_001,New York,WA,mobile,retail,general,False,182.09
tx_000836,2025-06-29 17:42:30.303370,119.99709084895463,USD,Lyft,3509,acc_003,Austin,MA,online,transport,general,False,87.54
tx_000971,2025-06-29 17:53:43.303370,29.8,USD,Chevron,1098,acc_002,San Francisco,TX,online,gas,general,False,29.8
tx_000417,2025-06-29 18:11:26.303370,204.98186732175225,USD,AMC Theaters,5817,acc_002,Boston,NY,online,entertainment,general,False,162.26
tx_000095,2025-06-30 07:43:28.303370,64.84418665694184,USD,Netflix,3604,acc_002,Seattle,TX,mobile,entertainment,general,False,52.06
tx_000899,2025-06-30 09:23:03.303370,32.7396188093479,USD,Pizza Hut,8805,acc_002,Seattle,MA,mobile,food,general,False,23.91
tx_000380,2025-06-30 09:29:47.303370,303.89,USD,Walmart,8117,acc_001,Seattle,WA,mobile,retail,general,False,303.89
tx_000363,2025-06-30 12:23:39.303370,43.72,USD,Safeway,4220,acc_001,Boston,MA,in_store,grocery,general,False,43.72
tx_000636,2025-06-30 14:57:27.303370,66.02,USD,Shell,5910,acc_003,New York,WA,online,gas,general,False,66.02
tx_000918,2025-06-30 15:14:15.303370,13.994186618837505,USD,BART,7869,acc_003,Seattle,WA,online,transport,general,True,11.41
tx_000409,2025-06-30 16:02:41.303370,28.95,USD,Trader Joes,9549,acc_002,Seattle,WA,in_store,grocery,general,False,28.95
tx_000968,2025-06-30 16:33:29.303370,121.58,USD,Best Buy,5671,acc_003,Boston,NY,mobile,retail,general,False,121.58
tx_000958,2025-06-30 21:36:21.303370,175.21070112148035,USD,Spotify,8717,acc_001,San Francisco,MA,online,entertainment,general,False,147.56
tx_000290,2025-07-01 06:15:13.303370,41.77,USD,Exxon,3251,acc_002,Seattle,NY,in_store,gas,general,False,41.77
tx_000238,2025-07-01 06:39:58.303370,98.5228549857653,USD,Netflix,8616,acc_002,Seattle,NY,mobile,entertainment,general,False,73.29
tx_000642,2025-07-01 09:14:11.303370,100.25,USD,Trader Joes,6650,acc_003,Austin,NY,online,grocery,general,False,100.25
tx_000831,2025-07-01 09:20:18.303370,125.94,USD,Target,9523,acc_002,San Francisco,CA,online,retail,general,False,125.94
tx_000828,2025-07-01 09:36:49.303370,35.2607953384344,USD,Pizza Hut,9594,acc_002,Boston,TX,online,food,general,False,27.66
tx_000535,2025-07-01 09:40:37.303370,75.73,USD,Verizon,8632,acc_002,Austin,MA,mobile,utilities,general,False,75.73
tx_000875,2025-07-01 10:20:10.303370,58.92,USD,Exxon,1540,acc_002,Boston,NY,online,gas,general,False,58.92
tx_000130,2025-07-01 11:21:32.303370,54.14,USD,Whole Foods,2750,acc_001,Boston,MA,mobile,grocery,general,False,54.14
tx_000196,2025-07-01 12:03:52.303370,30.64954563863009,USD,McDonalds,4342,acc_002,New York,CA,in_store,food,general,False,26.42
tx_000240,2025-07-01 12:17:33.303370,38.14,USD,Trader Joes,5096,acc_001,Boston,CA,in_store,grocery,general,False,38.14
tx_000868,2025-07-01 12:38:25.303370,150.75035146490694,USD,Spotify,6350,acc_003,New York,CA,online,entertainment,general,True,132.18
tx_000453,2025-07-01 14:35:03.303370,34.01424719583181,USD,Chipotle,2844,acc_003,Seattle,MA,mobile,food,general,False,29.67
tx_000703,2025-07-01 15:35:12.303370,89.71,USD,Target,6609,acc_002,Boston,TX,in_store,retail,general,True,89.71
tx_000444,2025-07-01 16:25:52.303370,65.55664090455221,USD,Dave & Busters,8867,acc_001,Boston,TX,mobile,entertainment,general,False,50.62
tx_000005,2025-07-01 18:17:48.303370,61.01,USD,Shell,6453,acc_002,New York,WA,in_store,gas,general,False,61.01
tx_000263,2025-07-02 10:41:21.303370,192.53,USD,Trader Joes,6011,acc_002,Austin,CA,in_store,grocery,general,False,192.53
tx_000269,2025-07-02 12:53:26.303370,30.880557230075752,USD,Spotify,1746,acc_002,San Francisco,WA,mobile,entertainment,general,False,27.62
tx_000647,2025-07-02 13:11:17.303370,55.82,USD,Exxon,2967,acc_001,Boston,MA,in_store,gas,general,False,55.82
tx_000439,2025-07-02 14:15:04.303370,1546.48,USD,Walmart,1931,acc_003,San Francisco,WA,mobile,retail,general,False,1546.4799480912789
tx_000490,2025-07-02 14:15:43.303370,140.87,USD,Safeway,9797,acc_001,Boston,MA,online,grocery,general,False,140.87
tx_000433,2025-07-02 21:27:26.303370,133.65529498398126,USD,Dave & Busters,7646,acc_001,New York,WA,online,entertainment,general,False,114.91
tx_000635,2025-07-03 06:46:04.303370,59.23712024584044,USD,Starbucks,2679,acc_002,Seattle,NY,mobile,food,general,False,44.42
tx_000710,2025-07-03 08:07:35.303370,39.08,USD,Shell,4143,acc_002,New York,MA,online,gas,general,False,39.08
tx_000387,2025-07-03 09:55:12.303370,193.14,USD,Best Buy,2818,acc_001,Boston,NY,mobile,retail,general,False,193.14
tx_000987,2025-07-03 10:43:37.303370,105.25,USD,BP,4867,acc_001,Austin,WA,mobile,gas,general,False,105.25
